reseña_bruta;rating;tema_principal
Superó mis expectativas. buena atencion al cliente 😊 🔥;4;soporte_cliente
No cumplió con lo esperado. comida fria y pasada 😡;1;calidad_comida
Simplemente correcto. precio normal supongo;3;precio
buena atencion al cliente 😊 😊;4;soporte_cliente
En general, estuvo aceptable. TIEMPO NORMAL SUPONGO;3;tiempo_entrega
ME ENCANTA LA INTERFAZ SUPER INTUITIVA 😍 👏;5;usabilidad_app
No cumplió con lo esperado. poca cobertura donde vivo;2;cobertura_zona
NUNCA HAY DISPONIBILIDAD;1;cobertura_zona
soporte excelente solucionron todo 👏;5;soporte_cliente
Simplemente correcto. clidd norml, nd especil;3;calidad_comida
SIEMPRE HAY COBERTURA EN MI ZONA 👍 brutal;5;cobertura_zona
SUPER BARATO CON LA PROMO 🔥;5;precio
pedido perfecto sin errores 👏 👍;5;errores_pedido
FALTABAN PRODUCTOS;1;errores_pedido
Fue una experiencia estándar. hubo un pequeño error pero nada grave;3;errores_pedido
Quedé muy satisfecho con el servicio. BUEN PRECIO PARA LA CALIDAD;4;precio
Superó mis expectativas. SUPER rapido en menos de 15min 😍;5;tiempo_entrega
PEDI hace 2 horas y no llega 😡 🤦;1;tiempo_entrega
El servicio fue insatisfactorio. algo caro la verdad 😭;2;precio
La experiencia fue excelente. llego rapido 👍;4;tiempo_entrega
La experiencia dejó mucho que desear. NUNCA HAY DISPONIBILIDAD;1;cobertura_zona
SUPER rapido en menos de 15min 😍 pfff;5;tiempo_entrega
Fue una experiencia estándar. hubo un pequeño error pero nada grave ok;3;errores_pedido
me ayudaron pero lento meh;3;soporte_cliente
No cumplió con lo esperado. VA LENTA Y SE TRABA;2;usabilidad_app
Simplemente correcto. me ayudaron pero lento;3;soporte_cliente
Quedé bastante decepcionado. no hay repartidores en mi zona 😡;1;cobertura_zona
Cumplió sin destacar demasiado. LLEGO UN POCO TARDE PERO OK;3;tiempo_entrega
La experiencia fue excelente. buen precio para la calidad;4;precio
La experiencia dejó mucho que desear. no hay repartidores en mi zona 😡;1;cobertura_zona
Todo salió realmente bien. pedido perfecto sin errores 👏;5;errores_pedido
soporte inutil meh;1;soporte_cliente
ric y bien preprd 😊 meh;4;calidad_comida
No fue nada fuera de lo común. TIEMPO NORMAL SUPONGO;3;tiempo_entrega
Superó mis expectativas. ME ENCANTA la interfaz super intuitiva 😍;5;usabilidad_app
La experiencia fue excelente. APP FACIL DE USAR 👍;4;usabilidad_app
normalmente hay repartidores disponibles 🔥;4;cobertura_zona
Quedé muy satisfecho con el servicio. buena atencion al cliente 😊;4;soporte_cliente
Quedé muy satisfecho con el servicio. buen precio para la calidad;4;precio
Fue una experiencia estándar. me yudron pero lento;3;soporte_cliente
Superó mis expectativas. todo sbroso y clentito;4;calidad_comida
algo fria pero comible 😤;2;calidad_comida
Superó mis expectativas. soporte excelente solucionaron todo 👏;5;soporte_cliente
ESPECTACULAR la comida 😍🔥 😍 ok;5;calidad_comida
todo correcto esta vez 👍 👏 fatal;4;errores_pedido
En general, estuvo aceptable. a veces hay servicio a veces no;3;cobertura_zona
No fue una buena experiencia. tardaron en contestar;2;soporte_cliente
rica y bien preparada 😊 🔥;4;calidad_comida
se equivocaron pero lo solucionaron tarde 👎;2;errores_pedido
me ayudaron pero lento fatal;3;soporte_cliente
algo caro la verdad pfff;2;precio
NO HAY REPARTIDORES EN MI ZONA 😡;1;cobertura_zona
poca cobertura donde vivo brutal;2;cobertura_zona
se equivocaron pero lo solucionaron tarde;2;errores_pedido
La experiencia fue excelente. calidad increible me encanto;5;calidad_comida
Superó mis expectativas. siempre hay cobertura en mi zona 👍;5;cobertura_zona
Fue una experiencia muy agradable. ME ENCANTA la interfaz super intuitiva 😍;5;usabilidad_app
trdo muchisimo l entreg fatal;2;tiempo_entrega
Quedé muy satisfecho con el servicio. soporte excelente solucionaron todo 👏 😍;5;soporte_cliente
Superó mis expectativas. SOPORTE EXCELENTE SOLUCIONARON TODO 👏;5;soporte_cliente
poca cobertura donde vivo 😡;2;cobertura_zona
soporte excelente solucionron todo 👏 👏 fatal;5;soporte_cliente
No cumplió con lo esperado. SABE FATAL, INCOMIBLE;1;calidad_comida
a veces hay servicio a veces no meh;3;cobertura_zona
Superó mis expectativas. normalmente hay repartidores disponibles 👏;4;cobertura_zona
Cumplió sin destacar demasiado. me yudron pero lento;3;soporte_cliente
Cumplió sin destacar demasiado. me ayudaron pero lento;3;soporte_cliente
Fue una experiencia muy agradable. normalmente hay repartidores disponibles;4;cobertura_zona
no muy buena la calidad 😤;2;calidad_comida
Fue una experiencia muy agradable. soporte excelente solucionaron todo 👏;5;soporte_cliente
El servicio fue insatisfactorio. pedido incorrecto otra vez 😡;1;errores_pedido
Cumplió sin destacar demasiado. tiempo norml supongo;3;tiempo_entrega
Quedé bastante decepcionado. comida fria y pasada 😡;1;calidad_comida
Superó mis expectativas. app facil de usar 👍;4;usabilidad_app
No fue una buena experiencia. se equivocaron pero lo solucionaron tarde;2;errores_pedido
siempre hay cobertura en mi zona 👍 😊 meh;5;cobertura_zona
Cumplió sin destacar demasiado. a veces hay servicio a veces no;3;cobertura_zona
Fue una experiencia muy agradable. SIEMPRE HAY COBERTURA EN MI ZONA 👍;5;cobertura_zona
Todo salió realmente bien. todo correcto esta vez 👍;4;errores_pedido
Fue una experiencia muy agradable. buen tencion l cliente 😊;4;soporte_cliente
buen tencion l cliente 😊 😍;4;soporte_cliente
sabe fatal, incomible;1;calidad_comida
No cumplió con lo esperado. atencion pesima no responden 😡;1;soporte_cliente
PRECIOS ABUSIVOS;1;precio
La experiencia fue excelente. siempre hay cobertura en mi zona 👍;5;cobertura_zona
comida fria y pasada 😡 fatal;1;calidad_comida
normalmente hay repartidores disponibles 😊 fatal;4;cobertura_zona
Fue una experiencia estándar. hubo un pequeño error pero nd grve;3;errores_pedido
Quedé muy satisfecho con el servicio. NORMALMENTE HAY REPARTIDORES DISPONIBLES;4;cobertura_zona
No fue una buena experiencia. PEDI hace 2 horas y no llega 😡;1;tiempo_entrega
siempre hay cobertura en mi zona 👍 fatal;5;cobertura_zona
Fue una experiencia muy agradable. PEDIDO PERFECTO SIN ERRORES 👏 😊;5;errores_pedido
buen precio para la calidad pfff;4;precio
precios busivos 😭;1;precio
No cumplió con lo esperado. nunca hay disponibilidad fatal;1;cobertura_zona
tardo muchisimo la entrega 😤;2;tiempo_entrega
La experiencia dejó mucho que desear. poca cobertura donde vivo;2;cobertura_zona
ME ENCANTA la interfaz super intuitiva 😍 😊;5;usabilidad_app
CALIDAD NORMAL, NADA ESPECIAL brutal;3;calidad_comida
todo correcto est vez 👍;4;errores_pedido
Superó mis expectativas. NORMALMENTE HAY REPARTIDORES DISPONIBLES;4;cobertura_zona
Quedé muy satisfecho con el servicio. pp fcil de usr 👍;4;usabilidad_app
En general, estuvo aceptable. hubo un pequeño error pero nada grave;3;errores_pedido
me trajeron otra cosa ok;1;errores_pedido
No fue una buena experiencia. tardo muchisimo la entrega;2;tiempo_entrega
no muy buen l clidd;2;calidad_comida
RICA Y BIEN PREPARADA 😊 👏 fatal;4;calidad_comida
Quedé muy satisfecho con el servicio. buen precio para la calidad pfff;4;precio
No fue una buena experiencia. precios abusivos;1;precio
No fue nada fuera de lo común. funciona pero a veces falla;3;usabilidad_app
Todo salió realmente bien. APP FACIL DE USAR 👍 ok;4;usabilidad_app
buena atencion al cliente 😊 fatal;4;soporte_cliente
rica y bien preparada 😊 ok;4;calidad_comida
pp fcil de usr 👍 meh;4;usabilidad_app
Superó mis expectativas. todo sbroso y clentito;4;calidad_comida
No cumplió con lo esperado. crashea todo el rato;1;usabilidad_app
Cumplió sin destacar demasiado. precio normal supongo;3;precio
todo correcto esta vez 👍 👍;4;errores_pedido
nunca llega el pedido pfff;1;tiempo_entrega
Fue una experiencia muy agradable. app facil de usar 👍;4;usabilidad_app
nunca hay disponibilidad 🤦;1;cobertura_zona
El servicio fue insatisfactorio. se equivocaron pero lo solucionaron tarde;2;errores_pedido
La experiencia dejó mucho que desear. precios abusivos ok;1;precio
No fue nada fuera de lo común. llego un poco tarde pero ok;3;tiempo_entrega
Superó mis expectativas. ESPECTACULAR la comida 😍🔥;5;calidad_comida
pedido perfecto sin errores 👏 😍;5;errores_pedido
normalmente hay repartidores disponibles 😍;4;cobertura_zona
calidad normal, nada especial ok;3;calidad_comida
Cumplió sin destacar demasiado. A VECES HAY SERVICIO A VECES NO;3;cobertura_zona
trdo muchisimo l entreg meh;2;tiempo_entrega
PEDIDO PERFECTO SIN ERRORES 👏;5;errores_pedido
La experiencia fue excelente. SUPER rapido en menos de 15min 😍;5;tiempo_entrega
NUNCA HAY DISPONIBILIDAD 🤦;1;cobertura_zona
Todo salió realmente bien. super barato con la promo 🔥;5;precio
Superó mis expectativas. todo correcto esta vez 👍;4;errores_pedido
SUPER RAPIDO EN MENOS DE 15MIN 😍 brutal;5;tiempo_entrega
Fue una experiencia muy agradable. PEDIDO PERFECTO SIN ERRORES 👏 😊;5;errores_pedido
No fue una buena experiencia. ALGO FRIA PERO COMIBLE;2;calidad_comida
normalmente hay repartidores disponibles fatal;4;cobertura_zona
La experiencia dejó mucho que desear. no hay repartidores en mi zona 😡;1;cobertura_zona
Cumplió sin destacar demasiado. funciona pero a veces falla;3;usabilidad_app
Quedé muy satisfecho con el servicio. todo correcto esta vez 👍;4;errores_pedido
No fue una buena experiencia. no muy buena la calidad;2;calidad_comida
Todo salió realmente bien. siempre hay cobertura en mi zona 👍;5;cobertura_zona
Superó mis expectativas. pp fcil de usr 👍;4;usabilidad_app
Todo salió realmente bien. buena atencion al cliente 😊;4;soporte_cliente
Superó mis expectativas. CALIDAD INCREIBLE ME ENCANTO;5;calidad_comida
Fue una experiencia estándar. me ayudaron pero lento fatal;3;soporte_cliente
Fue una experiencia muy agradable. ESPECTACULAR la comida 😍🔥;5;calidad_comida
No cumplió con lo esperado. sabe fatal, incomible;1;calidad_comida
normlmente hy reprtidores disponibles 🔥;4;cobertura_zona
no hy reprtidores en mi zon 😡 👎;1;cobertura_zona
nunca hay disponibilidad meh;1;cobertura_zona
Quedé bastante decepcionado. ALGO FRIA PERO COMIBLE;2;calidad_comida
Quedé muy satisfecho con el servicio. ENTREGA BASTANTE RAPIDA LA VERDAD 👏;4;tiempo_entrega
No fue una buena experiencia. comida fria y pasada 😡;1;calidad_comida
La experiencia fue excelente. todo correcto esta vez 👍;4;errores_pedido
SUPER rpido en menos de 15min 😍;5;tiempo_entrega
ME AYUDARON PERO LENTO;3;soporte_cliente
La experiencia fue excelente. buen precio para la calidad 🔥;4;precio
SUPER rpido en menos de 15min 😍 brutal;5;tiempo_entrega
va lenta y se traba 😭 brutal;2;usabilidad_app
Fue una experiencia estándar. hubo un pequeño error pero nada grave;3;errores_pedido
sabe fatal, incomible meh;1;calidad_comida
no muy buena la calidad 😭;2;calidad_comida
ESPECTACULAR la comida 😍🔥 😍;5;calidad_comida
poca cobertura donde vivo 👎;2;cobertura_zona
Simplemente correcto. FUNCIONA PERO A VECES FALLA;3;usabilidad_app
COMIDA FRIA Y PASADA 😡 👎;1;calidad_comida
La experiencia fue excelente. siempre hay cobertura en mi zona 👍;5;cobertura_zona
NUNCA LLEGA EL PEDIDO PFFF;1;tiempo_entrega
Todo salió realmente bien. super barato con la promo 🔥;5;precio
Superó mis expectativas. siempre hay cobertura en mi zona 👍 🔥;5;cobertura_zona
Superó mis expectativas. SIEMPRE HAY COBERTURA EN MI ZONA 👍;5;cobertura_zona
La experiencia fue excelente. buena atencion al cliente 😊 😊;4;soporte_cliente
Superó mis expectativas. buen precio para la calidad;4;precio
No fue una buena experiencia. algo fria pero comible;2;calidad_comida
Fue una experiencia muy agradable. rica y bien preparada 😊;4;calidad_comida
Simplemente correcto. hubo un pequeño error pero nada grave;3;errores_pedido
Quedé muy satisfecho con el servicio. impresionnte lo rpido que llego 🔥;5;tiempo_entrega
hubo un pequeño error pero nada grave brutal;3;errores_pedido
Superó mis expectativas. todo correcto esta vez 👍;4;errores_pedido
No fue nada fuera de lo común. FUNCIONA PERO A VECES FALLA;3;usabilidad_app
No fue nada fuera de lo común. hubo un pequeño error pero nada grave;3;errores_pedido
No fue nada fuera de lo común. hubo un pequeño error pero nada grave;3;errores_pedido
Todo salió realmente bien. ME ENCANTA LA INTERFAZ SUPER INTUITIVA 😍;5;usabilidad_app
funciona pero a veces falla brutal;3;usabilidad_app
No cumplió con lo esperado. sabe fatal, incomible;1;calidad_comida
El servicio fue insatisfactorio. crashea todo el rato;1;usabilidad_app
impresionante lo rapido que llego 🔥 🔥;5;tiempo_entrega
No fue nada fuera de lo común. clidd norml, nd especil;3;calidad_comida
calidad increible me encanto 🔥;5;calidad_comida
Superó mis expectativas. APP FACIL DE USAR 👍;4;usabilidad_app
sabe fatal, incomible fatal;1;calidad_comida
Fue una experiencia muy agradable. pedido perfecto sin errores 👏;5;errores_pedido
Todo salió realmente bien. app facil de usar 👍;4;usabilidad_app
La experiencia fue excelente. BUENA ATENCION AL CLIENTE 😊;4;soporte_cliente
ATENCION PESIMA NO RESPONDEN 😡 ok;1;soporte_cliente
precios abusivos 😭;1;precio
CARISIMO para lo que es 💸 meh;1;precio
No fue una buena experiencia. TARDARON EN CONTESTAR;2;soporte_cliente
Quedé muy satisfecho con el servicio. BUEN PRECIO PARA LA CALIDAD;4;precio
La experiencia fue excelente. todo correcto esta vez 👍;4;errores_pedido
El servicio fue insatisfactorio. SOPORTE INUTIL;1;soporte_cliente
Superó mis expectativas. super barato con la promo 🔥;5;precio
me trjeron otr cos;1;errores_pedido
Fue una experiencia estándar. a veces hay servicio a veces no;3;cobertura_zona
Quedé muy satisfecho con el servicio. ESPECTACULAR la comida 😍🔥;5;calidad_comida
Quedé bastante decepcionado. crashea todo el rato;1;usabilidad_app
Cumplió sin destacar demasiado. a veces hay servicio a veces no;3;cobertura_zona
Fue una experiencia muy agradable. buen tencion l cliente 😊;4;soporte_cliente
TARDO MUCHISIMO LA ENTREGA 😡;2;tiempo_entrega
La experiencia dejó mucho que desear. lgo cro l verdd 👎;2;precio
No fue nada fuera de lo común. me ayudaron pero lento;3;soporte_cliente
Superó mis expectativas. todo correcto esta vez 👍 👍;4;errores_pedido
Quedé muy satisfecho con el servicio. SIEMPRE HAY COBERTURA EN MI ZONA 👍;5;cobertura_zona
La experiencia fue excelente. soporte excelente solucionaron todo 👏;5;soporte_cliente
La experiencia fue excelente. rica y bien preparada 😊;4;calidad_comida
lgo fri pero comible;2;calidad_comida
soporte inutil 😭;1;soporte_cliente
40 min de retraso, un desastre pfff;1;tiempo_entrega
La experiencia fue excelente. ENTREGA BASTANTE RAPIDA LA VERDAD;4;tiempo_entrega
ESPECTACULAR la comida 😍🔥 👍 pfff;5;calidad_comida
CARISIMO para lo que es 💸 😤;1;precio
En general, estuvo aceptable. FUNCIONA PERO A VECES FALLA;3;usabilidad_app
buena atencion al cliente 😊 🔥 fatal;4;soporte_cliente
En general, estuvo aceptable. hubo un pequeño error pero nada grave;3;errores_pedido
me yudron pero lento fatal;3;soporte_cliente
buena atencion al cliente 😊 pfff;4;soporte_cliente
En general, estuvo aceptable. hubo un pequeño error pero nada grave;3;errores_pedido
No fue nada fuera de lo común. HUBO UN PEQUEÑO ERROR PERO NADA GRAVE;3;errores_pedido
v lent y se trb;2;usabilidad_app
NUNCA LLEGA EL PEDIDO PFFF brutal;1;tiempo_entrega
comida fria y pasada 😡 😭;1;calidad_comida
SUPER RAPIDO EN MENOS DE 15MIN 😍;5;tiempo_entrega
Quedé muy satisfecho con el servicio. TODO CORRECTO ESTA VEZ 👍;4;errores_pedido
Superó mis expectativas. NORMALMENTE HAY REPARTIDORES DISPONIBLES;4;cobertura_zona
app facil de usar 👍 ok;4;usabilidad_app
Cumplió sin destacar demasiado. funciona pero a veces falla;3;usabilidad_app
Superó mis expectativas. buen precio para la calidad 😍;4;precio
Quedé bastante decepcionado. SE EQUIVOCARON PERO LO SOLUCIONARON TARDE;2;errores_pedido
La experiencia fue excelente. todo correcto est vez 👍;4;errores_pedido
Superó mis expectativas. normalmente hay repartidores disponibles;4;cobertura_zona
Quedé bastante decepcionado. lgo fri pero comible;2;calidad_comida
soporte excelente solucionaron todo 👏 👏;5;soporte_cliente
BUEN PRECIO PARA LA CALIDAD 🔥;4;precio
Todo salió realmente bien. normalmente hay repartidores disponibles;4;cobertura_zona
No fue una buena experiencia. soporte inutil;1;soporte_cliente
Superó mis expectativas. SIEMPRE HAY COBERTURA EN MI ZONA 👍;5;cobertura_zona
Fue una experiencia muy agradable. pedido perfecto sin errores 👏;5;errores_pedido
Todo salió realmente bien. todo correcto esta vez 👍;4;errores_pedido
v lent y se trb 😭;2;usabilidad_app
Quedé bastante decepcionado. tardaron en contestar;2;soporte_cliente
se equivocron pero lo solucionron trde 👎;2;errores_pedido
